Title,Tag(s),Template,Image,Post URL
Another Perspective,"Hook, Text, Image, Promise, Simple Approach, Effective Outcome","A dead simple way to think about [topic/concept]: 

(so you can [achieve benefit/result]).
",https://framerusercontent.com/images/VYhzDqizebTvPpS1U3IUPOxxVus.png,https://www.linkedin.com/posts/terrence-porter_a-dead-simple-way-to-think-about-accounting-activity-7262086595086897153-GfXQ?utm_source=share&utm_medium=member_desktop
Here’s A Story About…,"Hook, Text, Promise, Relatable Story","Here's a story about [challenge/relatable concept]. 

[Specific relatable moment].",https://framerusercontent.com/images/gSaeYRPpKt4lE9ZYAJdyOxygf8.png,https://www.linkedin.com/posts/amandanat_heres-a-story-about-imposter-syndrome-activity-7254144445900599297-9XVw?utm_source=share&utm_medium=member_desktop
Everyone Should X (Here’s How),"Hook, Text, Image, Promise, Everyone Should Do This, Few Follow Proven Approach, Tested Blueprint","Everyone should [aspirational goal or achievement]. 

Unfortunately, most [profession/group] don’t know how… 

Here's my proven method to go from [starting point] → [goal state]:",https://framerusercontent.com/images/sZU7XTENTFtZkHMmeaBH3KRQD30.png,https://www.linkedin.com/posts/modestmitkus_everyone-should-own-digital-assets-that-earns-activity-7105901350512705536-nfE9?utm_source=share&utm_medium=member_desktop
X Is No Different Than Y (Other Than…),"Hook, Text, Promise, Emerging Trend, Similarities With Established Concept","[Emerging concept/trend] is no different than [established concept/trend], except for X [notable differences/pain points]:",https://framerusercontent.com/images/yqaymnss7tCY6V3W6NhSzVCiJ8.png,https://www.linkedin.com/posts/meri-nova_aiengineering-activity-7266872636146610176-JF95?utm_source=share&utm_medium=member_desktop
These [Resources] Hold The Key,"Hook, Text, Promise, Resources You Need, Breakdown Of Resources","These X [resources/insights] will make you [aspirational adjective] than [most/high percentage] of [profession/group]... 

(it starts by [key mindset/concept/method]).",https://framerusercontent.com/images/zT5p3i01O8EfFQnPth2yAdT6cTE.png,https://www.linkedin.com/posts/anthonyvicino_these-3-books-will-make-you-smarter-than-activity-7265008433894948864-xwHM?utm_source=share&utm_medium=member_desktop
"A Big Task, Simplified","Hook, Text, Promise, How I, Large Task Simplified, Specific Timeframe",How I completed [a complex task] in [short timeframe] using [innovative tool or method]:,https://framerusercontent.com/images/M88MlvAlZVHpGxQ3yjBRs0Etk.png,https://www.linkedin.com/posts/valeriya-pilkevich_bulk-competitor-analysis-with-ai-activity-7274687375102861313-Gt5D?utm_source=share&utm_medium=member_desktop
The Reasons Behind Your Struggle,"Hook, Text, Promise, Image, Common Struggle, Reasons Why, How To ","Struggling to [achieve specific goal]? You’re not alone. 

If your [specific area] isn’t [progressing] as fast as you’d like, here are X reasons why (and what to do about it):",https://framerusercontent.com/images/1kHQzTw96lU4XgfuvF9eTCnnz0.png,https://www.linkedin.com/posts/ali-abdaal_struggling-to-grow-your-youtube-channel-activity-7268262449886150656-TZZI?utm_source=share&utm_medium=member_desktop
Breaking A Myth With Numbers,"Hook, Text, Promise, Popular Opinion, Challenging Popular Opinion, Interesting Fact, Curiosity Loop","“Only the [most successful people/groups] see [real results] in [area].” 

Here’s the math on how [a smaller, more relatable group] can [unlock desirable outcome]:",https://framerusercontent.com/images/V1VauLaq1Lg6xzCgoLLqnwtaQ3w.png,https://www.linkedin.com/posts/paddy-galloway-459b8913a_only-the-biggest-creators-make-any-money-activity-7256665574582169600-ydfZ?utm_source=share&utm_medium=member_desktop
An Underrated Strategy,"Hook, Text, Promise, Image, Underrated Strategy, Specific Growth, Best Advice","One of the most underrated [field/craft] strategies to [achieve specific result]. 

My advice to anyone trying to [pursue goal]: 

➞ Focus on [specific action] instead of [traditional method]. 

Here’s why:",https://framerusercontent.com/images/JZiYtay2o4wKw3ZIeNpO8JbI1eA.png,https://www.linkedin.com/posts/anna-york-seo_one-of-the-most-underrated-seo-strategies-activity-7284905847510499328-zJaC?utm_source=share&utm_medium=member_desktop
"A Massive Resource, Condensed","Hook, Text, Promise, Image, How To, Large Task, Minimal Timeframe","How to [achieve goal] (according to [credible source]): 

[lengthy resource or insight] in [short time frame]:",https://framerusercontent.com/images/WGSkkScLaKzS9H4tajKSjyeValY.png,https://www.linkedin.com/posts/rob-hoffman-ceo_how-to-rank-in-google-in-2025-activity-7286020560239624192-Q20f?utm_source=share&utm_medium=member_desktop
The Few Things That Really Matter,"Hook, Text, Promise, Specific Method, Effective Outcome","When I’m [making an important decision], I focus on X things. This helped [us/me] to [achieve key result]:",https://framerusercontent.com/images/dyeWmKvjIOcyIXMuJ7OZl9uHt4.png,https://www.linkedin.com/posts/leilahormozi_when-im-hiring-i-look-at-four-things-this-activity-7259617717610061825-e8xI?utm_source=share&utm_medium=member_desktop
Why Most (Actually) Fail - And How Not To,"Hook, Text, Promise, Image, Poor Outcome, Specific Reasons, Challenging Common Assumptions, Effective Framework ","The reasons [majority] of [specific group] fail isn’t because of: 
[list common reasons]. 

It’s because [unexpected reason for failure]. 

Here’s a [method/framework] to [overcome specific challenge] (“[Method/ Framework Name]”):",https://framerusercontent.com/images/PZAn1OOANpkvztHmGWOplxF8lC8.png,https://www.linkedin.com/posts/tombilyeu_the-physics-of-progress-according-to-tom-activity-7285294902316277760-taEL?utm_source=share&utm_medium=member_desktop
What I Wish I Knew Then,"Hook, Text, Image, Viral List, X Hard Truths, I Wish I Knew",X [harsh truths/lessons] I wish I knew before I [took action]:,https://framerusercontent.com/images/Bzl86nuwSmYPv1E4COQaoexFIsE.png,https://www.linkedin.com/posts/justinwelsh_40-hard-truths-i-wish-i-knew-before-starting-activity-7266794705412132865-FzZN?utm_source=share&utm_medium=member_desktop
Golden Resources For Beginners,"Hook, Text, Image, Viral List, X Valuable Resources, I Wish I Had","X [resources] that [contributed to a transformation I went through].

If I were starting from zero, I would [read/watch/listen to] these first:",https://framerusercontent.com/images/VspbgJCa9xB1UxNT27xMsGLhE.png,https://www.linkedin.com/posts/meri-nova_machinelearning-activity-7234212446914166785-J8vw?utm_source=share&utm_medium=member_desktop
Mistakes To Avoid,"Hook, Text, Viral List, X Mistakes I've Collected, Mistakes To Avoid","[Skill/Field/Concept] is [thought-provoking reframe]. 

Over [time period], I’ve made almost every mistake you can imagine.

Those mistakes have taught me a lot about what pitfalls to avoid.

Here are X mistakes [that lead to negative consequence] (and how to 
avoid them):",https://framerusercontent.com/images/nVKFe8Al4m82MxI8A5N00gqhLug.png,https://www.linkedin.com/posts/nathan-baugh_10-tricks-from-psychology-to-make-you-a-better-activity-7097575209334935552-6Ys6?utm_source=share&utm_medium=member_desktop
Learning From Winners,"Hook, Text, Image, Viral List, Impressive Growth Of Business, X Growth Strategies, Learning Fom Winners","[Entity/Individual/Group] achieved [specific success] in just [timeframe].

How? They used these X [strategies/rules/principles]:",https://framerusercontent.com/images/CPm5AJL45wTEPkZvqfYDH4p7U6g.png,https://www.linkedin.com/posts/pierre-herubel-540b3949_duolingo-went-from-70-to-369-million-in-activity-7073931944001982464-vQ38?utm_source=share&utm_medium=member_desktop
Here’s What I Wouldn’t Do,"Hook, Text, Viral List, Impressive Achievement, X Things Not To Do","[Time period] ago, I [achieved impressive outcome] in [short timeframe].

Here are X [things/ways/tactics] to avoid when [taking action]:",https://framerusercontent.com/images/ibjgt2HoDGyoo4cKeprDaTPR90E.png,https://www.linkedin.com/posts/dina-town-authority-marketing_linkedin-marketing-branding-activity-6948258898432675842-5qkf?utm_source=share&utm_medium=member_desktop
A Roadmap For The Doubtful,"Hook, Text, Image, Viral List, X Simple Steps, Achieveing Goals, First Time Win",X [steps/habits/ways] to [achieve goal] in [short timeframe] (even if you [common objection audience has]):,https://framerusercontent.com/images/yrqjt6UzJB55o2TcPiYspfcRHA.png,https://www.linkedin.com/posts/nicolascole_5-dead-simple-steps-to-write-a-60000-word-activity-7175467966975619072-ylXZ?utm_source=share&utm_medium=member_desktop
This Is Great (Start Here)…,"Hook, Text, Viral List, Most Useful Tool, How To Use Tool Properly","[Tool/Platform/Skill] is [bold reframe that personifies object].

But most [people/audience] don’t know where to start.

Here are X [resources/principles] to [help you achieve goal]:",https://framerusercontent.com/images/9603giaDmIBa27BrjVac9eHVsq4.png,https://www.linkedin.com/posts/rob-hoffman-ceo_youtube-is-the-worlds-best-business-mentor-activity-7002269773988306944-cdUy?utm_source=share&utm_medium=member_desktop
The No. 1 [Resource] For [Audience],"Hook, Text, Identity, Image, AI Tool, Valuable Resource, Specific Audience, Solopreneurs, Time Urgency","I found the best [resource/solution/strategy] for [target audience].

(If you want to [achieve desirable outcome], read this)",https://framerusercontent.com/images/AmlOIoDdsjBXawt3Xy9zOs23CJM.png,https://www.linkedin.com/posts/laraacostar_i-found-the-best-ai-tool-for-new-solopreneurs-activity-7270779020034674689-Efb1?utm_source=share&utm_medium=member_desktop
A Pitfall-Laden Landscape,"Hook, Text, Identity, Image, Neagtive Scenario, Specific Audience, Common Industry Mistakes","The worst [specific context/scenario] for [target audience]:

[Common mistake 1]
[Common mistake 2]
[Common mistake 3]
[Common mistake 4]

In other words: [summarise issue].",https://framerusercontent.com/images/CuHiXc2HYDwzUBQkBVIRyEbddM.png,https://www.linkedin.com/posts/pierre-herubel-540b3949_the-worst-marketing-scenario-for-b2b-founders-activity-7155106819844009984-9kfs?utm_source=share&utm_medium=member_desktop
An Impossible Situation,"Hook, Text, Identity, Image, Specific Audience, Common Workplace Dilema, ","For most [profession/group], [achieving specific goal] feels like [summarise difficult situation]:

[Relatable roadblock group faces], but how do you [achieve goal] unless [you meet contradictory requirement]?",https://framerusercontent.com/images/YHaUN37cWWNkMepKURlBzvQi0hU.png,https://www.linkedin.com/posts/saralattanzio_for-most-marketers-landing-a-head-of-activity-7266749060357705728-RFne?utm_source=share&utm_medium=member_desktop
Here’s What You’re Not Seeing,"Hook, Text, Identity, Image, Specific Profession, Common Dilema, Stop Doing This, Ineffective Approach","When [target audience] says they want to [common desire] because:

[Reason 1]
[Reason 2]
[Reason 3]

Then I know they’re [facing unseen challenge].",https://framerusercontent.com/images/kxvfVTlu193thZx7T3BvLYCbNw.png,https://www.linkedin.com/posts/nicolascole_when-a-writer-says-they-want-to-switch-niches-activity-7265364284170289152-C62Z?utm_source=share&utm_medium=member_desktop
The Hardest Part About…,"Hook, Text, Identity, Image, Vulnerable, Self-perception, Specific Skillset, Freelance Journey",One of the [negative adjective] things about [taking specific action] is wondering whether you [common uncertainty].,https://framerusercontent.com/images/OxCsXXcn1F1C8TNTW43ky9HGiQ.png,https://www.linkedin.com/posts/alexcattoni_one-of-the-scariest-things-about-starting-activity-7198733493244166144-KZCR?utm_source=share&utm_medium=member_desktop
Unusual Lessons,"Hook, Text, Identity, X Things Learnt, Specific Skill, Suprising",X [curiosity-evoking adjective] lessons I’ve learned after [time period] as a [role/profession]:,https://framerusercontent.com/images/SbX6hixgnf1ZWAq1taVBUXZwJA.png,https://www.linkedin.com/posts/cambridgecopywriter_copywriting-copywriter-marketing-activity-6997873145336471552-PZle?utm_source=share&utm_medium=member_desktop
 Why Most Fall Short,"Hook, Text, Identity, Image, Suprising Statistic, Specific Audience, Company Role, Key Growth Insights","Only [small percentage] of [profession/group] achieve [desired result].

And it’s not because they [lack traits/fail to take necessary action].",https://framerusercontent.com/images/TzDVAx7KsSI0MgmENesWvyX8GIM.png,https://www.linkedin.com/posts/eric-partaker-5560b92_only-2-of-ceos-reach-their-full-potential-activity-7276174567419637760-8_-D?utm_source=share&utm_medium=member_desktop
It’s Not What It Seems,"Hook, Text, Building Authority, Image, LinkedIn, Business Growth Journey, Numbers ","In [timeframe], I [achieved impressive result].

But I [describe underwhelming outcome].

Here’s why:",https://framerusercontent.com/images/dDQY19EE8c1qWQarV0kJBLIP58k.png,https://www.linkedin.com/posts/ethan-golding_in-my-first-12-months-on-linkedin-i-reached-activity-7280213705307353088-ZU_Q?utm_source=share&utm_medium=member_desktop
Fast Answers From Deep Experience,"Hook, Text, Building Authority, Video, Business Growthe Strategy, Specific Timeframe","In [timeframe], I’ve [made a significant effort or financial investment in specific activity].

In [short timeframe], I’m going to share the [process/examples]
that work.",https://framerusercontent.com/images/so1ErjJzuZvWi1tTgvaRavTE2sM.png,https://www.linkedin.com/posts/gerri-cortes_in-5-years-ive-run-over-1000-email-flows-activity-7242540471409938433-fx1t?utm_source=share&utm_medium=member_desktop
Insights From A Master,"Hook, Text, Building Authority, Image, Borrowing Credibility, OnlineTeacher, Growing A Specific Skill, X Ideas To Help You Grow Specific Skill","[Individual’s Name] taught me more about [topic] than anyone else.

X [ideas/lessons] that’ll [unlock benefit for specific audience]:",https://framerusercontent.com/images/IgeZIy6kxcXqp6OyA1fVHgJoA.png,https://www.linkedin.com/posts/nathan-baugh_david-perell-taught-me-more-about-writing-activity-7104838128137371648-UmpO?utm_source=share&utm_medium=member_desktop
"Big Data, Clear Answers","Hook, Text, Building Authority, Graph Image, Carrying Out Research, Specific Social Media, Beating The Algorithm, Initial Results ","[I/We] analysed [large dataset] to decode [specific question/tool/process]:

[Related question 1]
[Related question 2]
[Related question 3]

X [takeaways/insights/findings] from [my/our] initial results:",https://framerusercontent.com/images/1ucNi9SwSDMqGOmQwl4gqMnv3Ng.png,https://www.linkedin.com/posts/paddy-galloway-459b8913a_we-studied-33-billion-views-to-decode-the-activity-7053697597592498176-PAkf?utm_source=share&utm_medium=member_desktop
From Losing To Winning,"Hook, Text, Building Authority, Image, Specific Timeframe Ago, Business Launch, Business Losses, Current Business Growth, X Reasons For Business Growth","[Timeframe] ago, I started [venture/activity].

In the first [timeframe], I [faced significant challenge].

Now I [achieved impressive result]. Here’s how:",https://framerusercontent.com/images/nF7JuqVBLNhEHpd8r3dCKHd7xkQ.png,https://www.linkedin.com/posts/mattlakajev_2-years-ago-i-launched-my-business-in-the-activity-7273939840134471682-kIvk?utm_source=share&utm_medium=member_desktop
How It Started vs How It’s Going,"Hook, Text, Building Authority, Image, Specific Timeframe Ago, Specific Business Role, Specific Personal Interest, Starting New Venture, Growing Personal Interest, Growing Business, Present Day Success ","[Timeframe] ago, I was just [describe starting position and/or initial interest].

I decided to [take pursue initiative/take action] to [unlock benefit/achieve goal].

Today, [result/stat that shows growth or achievement].",https://framerusercontent.com/images/4yNAj0SMgj9Pp4awIwKRSPCwZkc.png,https://www.linkedin.com/posts/katebour_4-years-ago-i-was-just-a-marketing-consultant-activity-7176915240503119873-E0gq?utm_source=share&utm_medium=member_desktop
"Million-Dollar Method, Explained","Hook, Text, Building Authority, Image, Borrowing Credibility, Impressive Revenue, X Step Process","[Well-known figure]'s [specific work/output] [generated impressive result].

Here’s their X-step [process/method]:
",https://framerusercontent.com/images/tyLDAOWTkpnV8ULC9MWH6qT2Y.png,https://www.linkedin.com/posts/dickiebush_gary-halberts-sales-letters-generated-over-activity-6945007179565305856-avGM?utm_source=share&utm_medium=member_desktop
This Is BIG!,"Hook, Text, Victory, Image, Big News, Huge Investment, New Business Co-owner","HUGE NEWS: [EXCITING ANNOUNCEMENT].

I just [significant achievement], [description of the achievement].",https://framerusercontent.com/images/2miyL8NEn4iXTaKtlxwgMkQ5T4.png,https://www.linkedin.com/posts/codiesanchez_major-news-this-is-the-biggest-investment-activity-7211714934647205888-YkEt?utm_source=share&utm_medium=member_desktop
I Almost Pulled The Plug,"Hook, Text, Victory, Image, Specific Timeframe Ago, Near Business Closure, Business Sale, Remaining Offer","[Time period] ago, I almost [made a big, irreversible decision].

Today, I [reached milestone] – in [short timeframe].
([reference relevant offer/personal remark])",https://framerusercontent.com/images/r41884YSJMmv4XltnIAsO82NW3Y.png,https://www.linkedin.com/posts/stef-curcio_1-year-ago-i-almost-closed-my-business-activity-7270708568033492994-2Q36?utm_source=share&utm_medium=member_desktop
Today Is A Big Day,"Hook, Text, Victory, Image, Proud Career Moment, After Specific Timespan, Scaling Company Growth","Today is one of the [adjective] moments of my [specific pursuit].

After [time period] of [effortful endeavours]...
After countless [specific challenges]...
After seeing [impressive outcomes]...

I’ve finally [achieved milestone/created something].",https://framerusercontent.com/images/DzjvYNHx4yK6xNR8OU4pNzK1A.png,https://www.linkedin.com/posts/dmartell_today-marks-one-of-the-proudest-moments-of-activity-7257101086438666241-ZrAQ?utm_source=share&utm_medium=member_desktop
A Storied Comeback,"Hook, Text, Victory, Specific Date, Company Facing Debt, Company Comeback ","In [year], [entity/individual] faced [challenging situation].

By [later year], they achieved [extraordinary turnaround/result]. How did they do it?

[Core concept or principle].",https://framerusercontent.com/images/Gqj1AIF7q6xlJmo1Wc98yXYC3Y.png,https://www.linkedin.com/posts/olenabomko_linkedin-marketing-activity-7148666941304479746-PfU6?utm_source=share&utm_medium=member_desktop
Progressive Milestones,"Hook, Text, Victory, Image, Initial Struggle, Incremental Growth, Secret To Success","My first [time period] doing [activity], I [achieved very little/nothing].

The next [time period] ⇢ [small milestone].
The next [time period] ⇢ [bigger milestone].
By the end of [larger timeframe] ⇢ [massive milestone].

But I could’ve done it quicker.

Here are the X mistakes I’d avoid (if starting over from scratch):",https://framerusercontent.com/images/IiFR0hKhOhhYi4evevIpBHQsN4.png,https://www.linkedin.com/posts/taylin-john-simmonds_how-i-attract-leads-without-a-huge-audience-activity-7224043529470144514-Uc2X?utm_source=share&utm_medium=member_desktop
A Business Evolution,"Hook, Text, Victory, Image, Work Accomplished, Origin Story, Growth Story, Building Credibility","We’ve/I’ve [completed impressive no. of tasks or achievements] in the past [timeframe].

What started as [humble beginning or simple idea] has evolved into [high-impact result or premium solution], trusted by [client no. /some of the biggest names in the field].",https://framerusercontent.com/images/Y0pTR7nORV2DlsayTOntm7Q2Xhw.png,https://www.linkedin.com/posts/diwasbb_weve-edited-over-10000-shorts-in-the-last-activity-7282247477859090432-HKrI?utm_source=share&utm_medium=member_desktop
A Unique Strategy,"Hook, Text, Victory, Image, Supporting Effective Outcome, How To, Specific Timeframe","I helped [individual/group] [achieve impressive result].

How?

By mastering [specific strategy or method].",https://framerusercontent.com/images/1HtIMFXQftGNxfikTxxut9tFNxw.png,https://www.linkedin.com/posts/shoaibahmed21_i-helped-alex-sell-out-94-of-his-coaching-activity-7272149015209590785-iFNQ?utm_source=share&utm_medium=member_desktop
My Uncommon Beliefs,"Hook, Text, Contrarain View, Unconventional Personal Beliefs","A few things I believe that most [target audience/group] don’t:

[Unconventional belief]",https://framerusercontent.com/images/XMiJRKXrzaYGaoPWwAm118E98B4.png,https://www.linkedin.com/posts/jayclouse_a-few-things-i-believe-that-most-dont-activity-7255183991136309248-1OXC?utm_source=share&utm_medium=member_desktop
Harmful Advice,"Hook, Text, Contrarain View, Bad Advice To Avoid, Better Advice","In a world full of [negative adjective] [craft/industry] advice, this piece of advice with HARM YOU the most (steer clear of it):

“[Common misstep posed as a quote]”",https://framerusercontent.com/images/zjnSughBxjbBu7LarPihA1yfh4.png,https://www.linkedin.com/posts/tasleemahmadfateh_in-a-sea-of-bad-linkedin-advice-this-one-activity-7279383208180248576-s-et?utm_source=share&utm_medium=member_desktop
Questioning The Norm,"Hook, Text, Contrarain View, Controversial Business Practice","“[Common but controversial business practice posed as a quote by uninformed culprit]”

Wait a minute.

You would never [example of unfair practice occurring in another domain where it’s not the norm].",https://framerusercontent.com/images/iNaJg34Yyb0XQBu7i8o4DU2i18.png,https://www.linkedin.com/posts/grace-r-hall_selfemployment-b2b-freelancing-activity-6886605366226944000-GKrm?utm_source=share&utm_medium=member_desktop
An Unseen Factor Of Success,"Hook, Text, Image, Contrarain View, Challenging Common Assumptions, Alternative Viewpoint","The most successful [group/entities] aren’t the [positive characteristic 1] ones.

They aren’t the [positive characteristic 2] ones either.
They aren’t the ones with [perceived edge 1].
They aren’t even the ones with [perceived edge 2].

No, it’s something else.",https://framerusercontent.com/images/yAvK26sTa6oFEn7EJPlbgQzhs.png,https://www.linkedin.com/posts/alex-m-h-smith_the-most-powerful-founders-arent-the-best-looking-activity-7283108103326171137-TEFp?utm_source=share&utm_medium=member_desktop
Exposing Red Flags,"Hook, Text, Image, Contrarain View, Questionable Trends","X [things/trends/ideas] you should think twice about:

[Common example people trust too easily]

[Short explanation]",https://framerusercontent.com/images/jieAPfmzIwkrB8jXDCEhXRC9Lg.png,https://www.linkedin.com/posts/saralattanzio_socialmedia-linkedin-personalbranding-activity-7075101518206492672-b6Tc?utm_source=share&utm_medium=member_desktop
A Bad First Impression,"Hook, Text, Contrarain View, Specific Time Period, Specific Professional Practice, Negative Reaction","[Time period] ago, I met [unnamed person/group].

At once, they told me:

[First thing they emphasised]

[Second thing they emphasised]

At once, I was [negative reaction].",https://framerusercontent.com/images/bjQqZyAFJtgjwdbPoco0oUrhy5E.png,https://www.linkedin.com/posts/noahkagan_a-few-months-ago-i-met-another-startup-founder-activity-6344333470948487168-4cCQ?utm_source=share&utm_medium=member_desktop
Time For A Rethink,"Hook, Text, Image, Contrarain View, Redefining Common Idea, Lifechanging Idea, Challenging Assumptions, Mindset Shift","We need to rethink [concept/practice]...

This simple shift transformed how I [pursue goal/task] (and may help you too):

[Explain where people often go wrong].",https://framerusercontent.com/images/N2OyCn0Kbopyj73K2APjMtK0U.png,https://www.linkedin.com/posts/sahilbloom_we-need-to-redefine-the-path-to-happiness-activity-7287091608469012480-GMer?utm_source=share&utm_medium=member_desktop